question_id,evaluation_group,question,gold_sql,baseline_generated_sql,repaired_generated_sql,before_EX,before_Inv,before_asa_strict,before_asa_lower_bound,before_fcr_hard_finding_codes,after_EX,after_Inv,after_asa_strict,after_asa_lower_bound,after_fcr_hard_finding_codes,verifier_caught,verifier_actionable,verifier_answers_question,verifier_mismatch_type,verifier_mismatch_detail,verifier_repair_hint,verifier_confidence,verifier_failed_evidence,repair_attempted,repair_generated,repair_status,repair_mode,repair_error,repair_edit_summary,repair_confidence,final_sql_repaired,missed_by_verifier,caught_but_not_actionable,actionable_but_not_attempted,attempted_but_no_sql,generated_but_inv_not_fixed,inv_fixed,fixed_but_ex_broken,fixed_and_ex_preserved,harmful_gate_accept,over_repair_candidate,primary_bottleneck
booksql_070939,B_wrong_executable,What was the first bill Jesus Snyder received from Roger Vega?,"select min(credit) from master_txn_table where customers = ""Jesus Snyder"" and transaction_type = 'bill' and vendor = ""Roger Vega""","SELECT DISTINCT mt.transaction_id, mt.amount
FROM master_txn_table mt
JOIN customers c ON mt.Customers = c.customer_name
JOIN vendors v ON mt.Vendor = v.Vendor_name
WHERE c.customer_full_name = 'Jesus Snyder' AND v.Vendor_name = 'Roger Vega'
ORDER BY mt.Transaction_DATE ASC
LIMIT 1;","SELECT DISTINCT mt.transaction_id, mt.amount
FROM master_txn_table mt
JOIN customers c ON mt.Customers = c.customer_name
JOIN vendors v ON mt.Vendor = v.Vendor_name
WHERE c.customer_full_name = 'Jesus Snyder' AND v.Vendor_name = 'Roger Vega'
ORDER BY mt.Transaction_DATE ASC
LIMIT 1;",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,The intent requires a measure kind of 'date' but the profile measures 'flow' with unit 'monetary'.,Check the measure kind of the 'Amount' column to match the intent's required measure kind of 'date'.,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070941,A_correct_executable,When was the last time we sold Marine Supplies,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""Marine Supplies"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'Marine Supplies' AND Credit > 0;",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'Marine Supplies' AND Credit > 0 GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,The profile topology has 'group_by: none' but the intent requires grouping by period.,Consider adding a group by period to the query to match the intent's requirement.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added a GROUP BY clause to match the intent's requirement.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070944,A_correct_executable,"As of in q1 this year, how many invoices for Molly Morton remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""Molly Morton"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date, 'start of year', '+3 month', '-1 day') ","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'Molly Morton' 
  AND Transaction_TYPE = 'Invoice' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now', 'start of quarter');","SELECT COUNT(DISTINCT Transaction_ID) FROM master_txn_table WHERE Customers = 'Molly Morton' AND Transaction_TYPE = 'Invoice' AND AR_paid = 'No' AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now', 'start of quarter');",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,The profile measures 'row_count' which is different from the intent's 'count' measure kind.,Consider using a distinct count or a different aggregation measure to match the intent's 'count' measure kind.,high,"[""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Changed COUNT(*) to COUNT(DISTINCT Transaction_ID) to match the intent's 'count' measure kind.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070945,A_correct_executable,When was the last time we sold PCs,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""PCs"" order by transaction_date desc limit 1 ","SELECT MAX(transaction_date) AS last_sale_date
FROM master_txn_table
WHERE Product_Service = 'PCs' AND Transaction_TYPE = 'Sale';",SELECT MAX(transaction_date) AS last_sale_date FROM master_txn_table WHERE Product_Service = 'PCs' AND Transaction_TYPE = 'Sale' GROUP BY Product_Service;,0,,0,0,[],1,1,1,1,[],True,True,False,computation_logic_error,The profile topology has 'group_by: none' but the intent requires grouping by period.,Consider adding a group_by_period clause to the query to match the intent's requirement for grouping by period.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added GROUP BY clause to match the intent's requirement for grouping by period.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070950,A_correct_executable,"As of This fiscal year to date, how many invoices for Trevor Harvey remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""Trevor Harvey"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Trevor Harvey' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Trevor Harvey' 
  AND Transaction_TYPE = 'invoice' 
  AND AR_paid = 'No' 
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070951,A_correct_executable,What acount had our biggest expense YTD?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)group by account order by sum(debit) desc limit 1","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070958,B_wrong_executable,What was the highest invoice value for Providing classes in stenography and court reporting in This fiscal year to date?,"select max(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Providing classes in stenography and court reporting"") and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date, '-3 months', 'start of year','+1 year', '+3 months', '-1 day') ","SELECT MAX(Credit) AS highest_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Providing classes in stenography and court reporting'
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');","SELECT MAX(Credit) AS highest_invoice_value FROM master_txn_table WHERE Product_Service = 'Providing classes in stenography and court reporting' AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now') GROUP BY Transaction_DATE;",1,1,1,1,[],0,,0,0,[],True,True,False,computation_logic_error,The profile topology has 'group_by: none' but the intent requires grouping by period.,Consider adding a group by period to the SQL query to match the intent's requirement.,high,"[""Product_Service is not an account classifier. Account-level questions should use Account or Account_type, not Product_Service.""]",True,True,success,semantic,,Added a group by period to the SQL query to match the intent's requirement.,high,True,False,False,False,False,False,False,False,False,True,True,not_primary_cohort
booksql_070959,B_wrong_executable,What our monthly spend on Suzanne Cox,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Suzanne Cox"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_full_name = 'Suzanne Cox'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN customers ON master_txn_table.Customers = customers.customer_name
WHERE customers.customer_full_name = 'Suzanne Cox'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070967,A_correct_executable,How much did Amanda Clayton spend on Uncategorized Income in July during last year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""Amanda Clayton"" and instr(account,""Uncategorized Income"") and strftime(""%m"", transaction_date) = '07' and strftime(""%Y"", transaction_date) = strftime('%Y', current_date) - 1 and account_type in ('Expense','Other Expense')","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Amanda Clayton' 
AND chart_of_accounts.Account_name = 'Uncategorized Income' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year')) 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = '2022-07';","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
JOIN chart_of_accounts ON master_txn_table.businessID = chart_of_accounts.businessID 
WHERE employees.Employee_name = 'Amanda Clayton' 
AND chart_of_accounts.Account_name = 'Uncategorized Income' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year')) 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = '2022-07';",1,0,0,0,"[""posting_side_reversal""]",1,0,0,0,"[""posting_side_reversal""]",False,False,True,,,,high,[],False,False,skipped,,,,,False,True,False,False,False,False,False,False,False,False,False,verifier_miss
booksql_070971,B_wrong_executable,Did we receive payment from Michael Cardenas partnership This fiscal year?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Michael Cardenas"" and transaction_date BETWEEN date(current_date, '-3 months', 'start of year', '+3 months') AND date(current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Michael Cardenas partnership' 
  AND Transaction_TYPE = 'payment' 
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');","SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'Michael Cardenas partnership' AND Transaction_TYPE = 'payment' AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The intent requires a boolean existence check, but the profile measures the count of distinct transaction IDs.","Check if the profile measures the correct financial measure, and adjust the aggregation function accordingly.",high,"[""The intent requires a boolean existence check, but the profile measures the count of distinct transaction IDs.""]",True,True,success,semantic,,Changed COUNT(DISTINCT transaction_id) to COUNT(*) to match the boolean existence check required by the intent.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_070975,A_correct_executable,How much did Tara Reid spend on Labor in July during last year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""Tara Reid"" and instr(account,""Labor"") and strftime(""%m"", transaction_date) = '07' and strftime(""%Y"", transaction_date) = strftime('%Y', current_date) - 1 and account_type in ('Expense','Other Expense')","SELECT SUM(T1.Credit) 
FROM master_txn_table AS T1 
JOIN employees AS T2 ON T1.businessID = T2.businessID 
WHERE T2.Employee_name = 'Tara Reid' 
AND T1.Transaction_TYPE = 'Labor' 
AND T1.Transaction_DATE BETWEEN date('now','-1 year','start of month','+6 month','-1 day') AND date('now','-1 year','start of month','+6 month','+30 day','-1 day');","SELECT SUM(T1.Credit) 
FROM master_txn_table AS T1 
JOIN employees AS T2 ON T1.businessID = T2.businessID 
WHERE T2.Employee_name = 'Tara Reid' 
AND T1.Transaction_TYPE = 'Labor' 
AND T1.Transaction_DATE BETWEEN date('now','-1 year','start of month','+6 month','-1 day') AND date('now','-1 year','start of month','+6 month','+30 day','-1 day');",1,0,0,0,"[""posting_side_reversal""]",1,0,0,0,"[""posting_side_reversal""]",False,False,True,,,,high,[],False,False,skipped,,,,,False,True,False,False,False,False,False,False,False,False,False,verifier_miss
booksql_070976,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
